207.110, 129.082, 8.333, 17.546 False
206.832, 129.081, 8.333, 17.579 False
206.554, 129.081, 8.333, 17.612 False
206.276, 129.080, 8.333, 17.645 False
205.999, 129.080, 8.333, 17.678 False
205.721, 129.080, 8.333, 17.711 False
205.443, 129.080, 8.333, 17.744 False
205.165, 129.080, 8.333, 17.777 False
204.887, 129.080, 8.333, 17.810 False
204.610, 129.080, 8.333, 17.843 False
204.332, 129.080, 8.333, 17.876 False
204.054, 129.080, 8.333, 17.909 False
203.776, 129.080, 8.333, 17.942 False
203.499, 129.081, 8.333, 17.975 False
203.221, 129.081, 8.333, 18.008 False
202.943, 129.082, 8.333, 18.041 False
202.665, 129.082, 8.333, 18.074 False
202.388, 129.083, 8.333, 18.107 False
202.110, 129.083, 8.333, 18.140 False
201.832, 129.084, 8.333, 18.173 False
201.554, 129.085, 8.333, 18.206 False
201.276, 129.086, 8.333, 18.239 False
200.999, 129.086, 8.333, 18.272 False
200.721, 129.087, 8.333, 18.305 False
200.443, 129.089, 8.333, 18.338 False
200.165, 129.090, 8.333, 18.371 False
199.888, 129.092, 8.333, 18.404 False
199.610, 129.093, 8.333, 18.437 False
199.332, 129.094, 8.333, 18.470 False
199.054, 129.096, 8.333, 18.503 False
198.776, 129.097, 8.333, 18.536 False
198.499, 129.099, 8.333, 18.569 False
198.221, 129.100, 8.333, 18.602 False
197.943, 129.102, 8.333, 18.635 False
197.665, 129.104, 8.333, 18.668 False
197.388, 129.106, 8.333, 18.701 False
197.110, 129.107, 8.333, 18.734 False
196.832, 129.109, 8.333, 18.767 False
196.554, 129.111, 8.333, 18.800 False
196.276, 129.113, 8.333, 18.833 False
195.999, 129.115, 8.333, 18.866 False
195.721, 129.117, 8.333, 18.899 False
195.443, 129.119, 8.333, 18.932 False
195.165, 129.122, 8.333, 18.965 False
194.888, 129.124, 8.333, 18.998 False
194.610, 129.126, 8.333, 19.031 False
194.332, 129.128, 8.333, 19.064 False
194.054, 129.130, 8.333, 19.097 False
193.777, 129.133, 8.333, 19.130 False
193.499, 129.135, 8.333, 19.163 False
193.221, 129.138, 8.333, 19.196 False
192.943, 129.140, 8.333, 19.229 False
192.665, 129.143, 8.333, 19.262 False
192.388, 129.145, 8.333, 19.295 False
192.110, 129.148, 8.333, 19.328 False
191.832, 129.150, 8.333, 19.361 False
191.554, 129.153, 8.333, 19.394 False
191.277, 129.156, 8.333, 19.427 False
190.999, 129.158, 8.333, 19.460 False
190.721, 129.161, 8.333, 19.493 False
190.443, 129.164, 8.333, 19.526 False
190.165, 129.167, 8.333, 19.559 False
189.888, 129.170, 8.333, 19.592 False
189.610, 129.173, 8.333, 19.625 False
189.332, 129.175, 8.333, 19.658 False
189.054, 129.178, 8.333, 19.691 False
188.777, 129.181, 8.333, 19.724 False
188.499, 129.184, 8.333, 19.757 False
